-0.6065853 -2.9258146 -0.17450598 0.7178407 -1.0681351 -1.2860236 -1.0656176 -1.4096817 0.5874027 0.0077839307 -0.86114424 -1.9397109 -0.84287906 -1.2342478 0.44581705 -0.21848133 1.0154065 0.069466084 1.9745576 1.0213214 0.082481444 0.8569499 1.5144256 -1.0966163 -1.1428837 -0.55006176 -0.26050058 0.3452425 0.3660899 -0.35649848 0.690772 0.35797656 0.03085069 -0.21786043 1.6682843 -1.1935685 -0.20483133 0.78739935 0.052991822 0.09983838 0.5103257 1.6080682 -0.6270234 0.6234267 -1.8299261 -0.4903496 1.2594217 0.081045665 1.0615505 -0.45319295 2.3735936 0.47504115 -0.24806702 -0.7388612 -1.3945869 1.2525936 -0.54077226,16
0.5768475 0.59988046 -0.5575475 0.39611664 0.31534335 -1.2652421 -0.36153036 -1.3396482 -1.6538534 0.15901273 1.681864 -0.43832225 -0.04108876 -0.063802145 0.728528 -0.97781026 3.3237154 -1.3584954 -0.95145607 -0.25047773 -0.64631 0.0547212 0.07251527 -1.0009532 -0.9353504 1.2531 -0.941885 -0.22015883 1.2779326 -0.7479053 -0.39150274 -0.22815946 1.2309834 0.64467067 -2.0730252 -0.9340413 0.17969786 -1.4439247 -0.5182272 -0.3132383 -0.0021110275 -0.7140246 0.5306313 -0.011370121 -0.46739063 -0.25477526 0.18322343 -0.8003966 -0.21044886 0.44278833 -0.7660718 0.28817996 -0.8524818 0.048772927 -0.4962915 -0.18853772 0.5826133,17
0.32537588 -0.2402873 1.0586581 0.7093252 2.2180147 1.6448213 -0.38304943 -0.2685975 -1.080413 -0.1899806 -0.34137717 -0.78778374 0.09707827 -0.26963177 -0.053696893 2.4502633 -0.90641457 0.32780424 1.8383578 -1.0763755 0.3041694 0.39074692 -1.7316492 -1.0562713 -2.3478634 0.060156085 1.0380147 -0.4406304 -0.21696723 0.70325625 1.159056 -0.7826828 0.37800407 -0.6407679 1.0866892 -0.56845224 1.9240036 -0.82158595 -0.13732608 0.76824176 -0.4654872 -0.3863719 0.09575751 -1.5578773 -0.09697947 0.19858105 0.35891688 0.050335653 -0.2612389 -0.66884613 0.6110988 2.7863555 -1.222617 0.5754875 -0.13799983 0.6069281 -1.6631085,18
-0.0026511839 -1.8199391 -1.5496327 0.2432397 -0.67658573 -0.37819988 1.346088 -0.28414425 0.33211973 0.73065835 0.81932986 0.6901473 0.2893699 -1.0069913 -0.52582043 -0.19658348 -1.9081216 -1.4617932 1.1179653 -0.46554163 0.8272991 1.095931 -0.019182045 0.8336472 -0.49900466 0.53278637 0.8801004 0.096435234 -0.46565416 2.2652 0.58633596 0.50441456 1.431416 0.2459655 0.66497135 0.63495284 0.15255502 0.21672176 -0.29491043 1.1177691 0.36622655 0.48186412 -0.32740384 -1.777618 -0.03684493 0.7103245 -0.5991784 -0.3191239 -0.25438154 -0.6706064 0.822981 -0.6579573 0.12607135 -0.0839539 -1.076078 -0.21616103 0.28608885,19
0.46957394 -0.8328852 0.23563293 1.8094802 -0.12727097 1.4293197 0.14633738 0.35848868 -0.73105866 0.02976294 0.20100032 0.67145675 -0.20123392 1.0385042 1.0552531 0.7076184 0.49658138 -0.6523032 1.580184 0.6034559 -0.95701593 1.3793464 1.8679811 0.34004772 -0.53922105 -1.3010535 1.3715706 1.5749631 -1.0440128 0.058577746 2.422535 -0.9894738 0.69691044 -0.933409 -0.54355055 -0.7170385 -1.1533781 0.6314384 0.39709994 -0.08542381 0.118344955 -0.19963376 0.44127646 1.4524884 -0.3627832 -1.10766 -0.8410886 0.16259529 0.12079437 -1.1739469 0.42049333 1.6933968 -1.1383973 1.3634601 -0.24361394 -0.81899685 2.7680428,20
0.90084255 -1.1268013 0.4038367 -0.86319697 1.326205 0.9394474 -0.30763638 1.2864215 -0.37428486 0.25893387 0.43964073 -0.28812334 1.1072663 -0.43584812 1.8390945 0.2268846 0.23042452 -1.4615945 -0.83120555 -0.43402764 0.8003852 0.54557854 0.48051733 0.51191366 1.304987 1.179763 -1.3156403 -0.92823195 -1.5703381 -0.4754988 -1.9206035 2.7723258 -1.7042731 0.9596905 1.7929451 0.98195493 -0.8969037 -0.6944695 -0.42816213 0.43653128 0.5726419 0.5354166 0.14648466 1.8261344 1.1515806 -1.0755572 0.9738084 0.86358196 0.74996567 -0.04953106 0.41877726 1.60688 0.64362925 0.60633343 -1.3415154 0.7297329 -0.4502263,21
1.2414324 -0.9127504 1.2173418 -0.32207748 1.2031502 -0.12548357 0.9688027 -0.31524765 0.358814 -0.4363307 -0.35422525 0.3108297 -0.9503599 0.39242634 -0.0015356498 -0.8026024 1.6289498 -0.6632114 1.8730149 -0.7851413 -1.025896 -0.26885378 0.14409235 1.4076424 0.23068357 0.41393924 0.029012267 0.45511228 1.0770671 -1.9293635 0.009457504 1.9968011 -1.309841 -0.003467808 -0.77216923 -2.4892564 0.29932654 0.30734444 -1.3056049 -0.23648253 0.08529298 1.2031417 0.12389479 1.2271951 0.32731625 2.2500682 0.7146599 -1.4152037 0.36004704 1.3375442 0.19897884 1.1901139 1.1307541 0.9944672 1.216203 0.24267821 -0.7000158,22
-0.8115839 -0.5144624 2.1560447 -2.5544956 1.2180067 -1.0047325 0.41865557 -0.21680462 -0.51800895 -0.79065156 1.6935395 -0.30246586 0.74126863 -0.075371176 -1.058339 -0.48111045 0.83041507 -1.5150422 -1.3087622 0.23073626 1.9211702 1.9726957 1.293549 0.8709623 1.6517537 -0.22497898 -2.1056824 0.08049789 -0.13113701 -0.33170953 0.9031804 0.36536065 0.6608232 1.6724184 0.54991007 -0.9111182 0.25376746 0.6891538 0.42453894 0.95356536 -0.58945763 0.6690797 -1.340745 -0.14803016 0.53970987 0.812351 0.91374135 -2.3118439 0.061058205 0.03244429 1.0667176 0.42121357 1.6836112 0.4248736 0.35191593 0.8113546 0.022669205,23
0.18450893 0.66362536 -0.43616658 -1.4182881 0.3129912 0.79949117 -0.64349383 -0.001944458 0.6928372 0.78117657 0.8370978 0.54212314 0.7625077 1.7659508 0.8136735 0.84469444 1.2305461 0.5860161 0.27921137 -1.588593 0.6578502 -0.6515529 -2.4050777 -0.13618091 0.15561616 -0.45944685 -0.16166745 -1.7481035 -0.14758168 0.8929858 0.2030195 0.80250955 1.3337394 -0.05830926 -0.9391469 1.4422643 -0.42021117 -1.4472376 -1.4048055 0.048655584 -0.35740405 -0.08177732 -1.0787462 0.69143474 -0.83956593 1.269148 1.249401 -1.8001329 -1.1053755 -0.65513575 -0.3556364 -0.33016106 1.0369735 0.6042758 -0.62870395 1.1333642 0.20197387,24
0.34682712 -1.7920516 -1.3696609 -0.77723086 -0.29863873 1.8104657 -0.37693426 -1.5363997 0.9167007 -0.83696324 -0.29827043 0.60515666 -0.70439166 -1.0613952 -0.49848583 -0.1813826 -1.0924723 -0.06968652 -0.6863065 0.066941954 -0.38954723 -0.6548045 1.653206 1.0988451 1.3399916 -0.82347286 -1.5839163 0.007880988 -1.6506758 1.0936794 0.2931293 0.16177256 -0.74979115 -0.9416201 -0.572758 -0.12794755 1.1571882 -0.07783434 -0.8335229 1.4190665 -0.11318049 -0.8418618 1.0385627 -1.6570704 1.5475054 -1.699697 -2.103233 0.16321607 -0.42264187 1.6300819 0.9014737 -0.29015326 -0.28549218 0.39420843 -0.087003425 -0.045056153 0.7794445,25
0.13062148 0.14420165 0.6240631 -0.19873214 -2.1426816 -0.75539535 -0.90302753 -0.82471055 1.6377302 1.5624015 1.1731783 1.3748391 0.17441113 -0.8984326 0.7331355 0.5682903 -1.3741089 1.7224789 -0.75357586 0.39830023 1.9615837 -1.1604781 -0.6787438 0.20945644 0.45966065 -0.07250146 -0.3992715 1.3621527 -0.18335813 -0.86543524 0.58761215 -0.40178454 -0.11106781 0.4684034 0.008279295 0.8915396 0.6553718 -0.7489111 -0.886715 -1.3042399 -1.1420311 0.4701765 -0.7653102 0.0852744 1.6772819 1.4767188 -0.32197723 0.98327035 0.28976467 -1.437817 -0.52608144 -1.0782087 -0.03544849 0.39735782 0.014135799 0.5974754 0.04135406,26
-0.16131502 -2.0070257 -1.0067176 0.56651056 -0.20391935 0.21347384 -0.17199051 -0.06709381 -1.1990494 -0.39707255 0.2898388 0.70782775 -0.42367578 -0.13635814 -0.5968042 1.8979311 1.5715172 -1.7031476 -1.3672197 -0.21072163 0.41734242 -1.9123968 -0.75251853 -0.537286 -0.9750423 1.0225028 1.7924732 -0.065021604 -1.3179843 -0.882681 -0.7404151 -0.9069947 0.44149634 0.3299461 0.429626 -0.56672585 -1.2183809 0.009446433 1.0219196 -1.286671 -0.88161075 -0.6992632 0.2462343 0.8046253 0.12873816 -0.8109589 1.382183 0.35042778 -1.022308 -0.0799751 -0.48588333 1.7643653 0.31250656 -0.54752606 -1.3469319 -0.8774714 -0.29050577,27
-2.4150314 -1.2088947 1.2310005 0.63556373 1.0749522 -0.41248992 -0.33128384 0.016284367 -1.3740618 1.0231369 -0.08179692 1.0794474 -0.43176144 0.14384755 0.8890918 -1.2667907 -0.8197653 -1.0274013 2.0088308 1.5842336 -1.0377696 -0.83062947 2.054988 0.28216928 -0.7156069 -0.9095573 -0.777919 -0.43683147 2.0475807 -0.94925094 1.9667853 -0.64994127 -0.7296387 1.8467648 2.234579 1.1186566 0.016806174 -0.47569394 0.16678253 -1.3090779 -0.1478795 0.26921755 0.5720163 -0.115913235 0.36002532 1.8853024 -1.3726525 -0.413562 -1.6260949 -0.35560623 0.53020304 -1.5796888 -1.3827494 0.6300012 -0.053175442 -0.7075696 0.18794982,28
-0.6422178 -1.1967138 0.9791153 0.596249 1.8432739 1.7916143 0.010587524 1.4271272 0.6602116 0.73534614 0.35653925 0.4290363 -1.3886068 -0.5090147 1.1180937 1.207578 -1.2123514 -0.33906838 0.7011607 1.5116057 -0.07855987 -1.4942669 -1.8979237 0.37018076 0.9311103 -0.1387157 -0.6044097 1.7278876 1.7479001 0.78231776 -0.4333268 -1.2918607 0.6721927 -0.7070595 0.94987375 0.9513303 0.4514518 0.12056601 0.66083837 -0.3630825 -0.004170947 -0.7092929 0.12030117 0.6170327 -2.0318773 -0.16651946 0.022654032 -0.7383489 2.6093812 -0.6637232 -0.048787102 0.7283219 -0.4022983 -0.68589723 -0.63464755 -1.4426004 -1.3052834,29
-0.96117043 0.9170925 1.2308736 -1.3756846 1.5685952 -0.5744268 0.14788243 0.2759336 1.2726986 -0.6532526 0.0573632 -2.5239635 0.7508607 -0.43186656 0.48968548 2.6796246 -0.0839116 -1.1166373 1.0434864 0.8878991 -0.10170133 1.8107954 0.66769487 0.6470493 -1.0666175 0.5689452 1.5443422 -0.11276773 0.32037222 0.94258887 -1.9628854 -0.90819037 0.5579389 -0.4847853 1.2473834 -0.20548405 -1.4850166 1.7925446 0.2266764 0.5222117 -1.9947888 1.5890802 0.030271906 1.32631 0.0812356 0.12187218 0.52480537 -0.27161708 1.690995 -0.7599115 0.32023603 -0.56466633 0.70436394 1.6908801 1.0410715 -0.66640943 1.6753283,30
-0.310117 -2.5400512 0.54548126 -0.09525824 -1.9566993 -0.92149967 0.8270008 0.0779016 1.0635301 -0.05108523 0.17971991 -1.9048591 -1.0648087 0.31056833 -0.6827636 0.46363655 -1.2494282 0.09573892 -0.04162937 -1.6840968 -0.96224856 -0.71892095 -0.43983176 0.2972907 0.8746065 -2.886525 -0.21469148 1.1402982 0.6397757 -0.17354152 -0.7755107 0.024497509 -0.4987731 -0.3168229 -0.2994341 -0.09425227 -0.38474128 -0.016853062 0.8160442 -0.7440589 -0.9544195 -2.176185 0.76501215 -1.889016 -0.5628024 -0.41500193 -1.1936358 0.8875914 1.0200036 -0.5732525 -0.78490895 0.9268765 -0.6677671 -1.601486 0.10975993 -1.7248485 0.41301882,31
-1.0493159 0.34493405 -1.1592873 -1.2351165 -0.5703985 -0.6537835 -1.0362102 2.3467748 -1.5427227 0.64228594 -0.20655121 -0.34875342 0.2945955 1.1535904 -1.9521948 -0.09392171 -0.13232432 -0.2977097 1.2432193 -0.74898744 1.1512032 -1.7723967 -0.668173 0.26406613 0.05960418 0.72147155 0.023153892 -0.31510988 -0.43070215 -0.37365168 0.9346646 -0.058691878 -1.6396155 -1.1937338 -0.8216215 -0.04676196 0.75211626 -1.6773915 -0.9754543 0.053778462 -0.8167806 -0.3609127 1.6765518 -1.6740915 -1.9440789 0.36061954 0.14590225 0.24652632 1.6858227 0.024219655 0.37515685 0.67860276 -0.03957738 -0.17069714 0.052642968 -1.3900201 1.1874028,32
-0.74318373 2.2390995 -1.3982757 -1.927671 -0.32862994 -0.7279867 0.07106258 -1.9266672 0.07378462 -0.20793383 0.24614091 0.027888944 -0.015974607 -0.29906896 0.06847464 -0.2761813 -0.7360923 0.46151 0.62191576 -0.91439575 0.84855 2.8326154 0.96071386 -0.04128544 -0.8802142 0.65449387 -0.026406785 -0.7921686 -0.3093502 0.83958626 0.57103807 0.2643544 -0.6113288 0.050414834 -0.66262543 0.25695178 -0.27478462 -0.21099994 -0.681453 -1.3136882 1.3719344 0.89016306 -0.4696777 -0.8178005 -0.7751701 -1.0556381 0.5479247 0.026093202 0.054021496 0.010071608 1.1221699 -0.8978346 1.3416615 1.0554515 0.950462 -1.3115797 -0.6400075,33
0.009885507 -0.7637442 -1.2813407 0.54871327 0.07382687 -0.09439678 -1.270496 -2.0067666 1.2134783 0.014358209 -1.1545322 -0.39511976 0.6585505 -0.30877456 0.6022037 -0.28163373 0.2976161 -0.44818962 0.73229283 1.564568 2.0749185 0.94358855 0.71897185 -0.20463893 -0.042629533 1.823688 0.35656005 -1.2445571 -1.070154 0.70555806 0.38756934 0.21272872 0.4114508 -1.859578 0.038225524 -1.0327322 -1.460108 1.3645188 -0.20026872 1.412101 1.7753297 -1.6454787 0.7247082 -0.52781844 1.0530963 0.77920055 0.1400971 1.8414168 1.8477399 -1.8613197 -0.958727 -0.7707191 0.5144482 0.83838016 -1.9272125 1.3911948 0.7199215,34
0.27653083 0.3731827 -0.4300628 0.24244814 -0.14024603 0.78934467 -0.44161412 -1.176449 -0.930022 -0.11844214 0.047344662 -0.53361756 1.3451276 -0.20293722 2.2443862 0.49212766 0.72647357 0.7203464 1.6172831 -0.51978284 -2.652057 0.39980546 -0.72463906 -1.2661786 -0.20476615 -0.18028584 -0.2559621 1.3533039 -0.6871162 -0.8795616 -0.4236084 0.5752641 0.18622239 1.8593223 1.3651869 -0.19600917 1.4324648 0.6256221 -1.2462008 -0.32046434 0.55479574 -0.56737393 0.019561017 0.054008983 0.20063174 -1.3669598 -0.42542678 1.6630297 -1.5090332 0.086251535 0.25697088 1.1721343 -0.04961752 0.06372028 2.1553347 0.045039497 0.6649771,35
1.0138739 -0.6477663 0.042352337 1.0530363 -0.433203 -1.2004887 -0.5212964 0.7680577 -1.4106865 1.0025368 -0.67619085 1.186065 0.0079212515 0.0720132 2.1920156 0.11192776 0.36425498 0.5879746 1.4456208 -1.5694845 0.06902878 -1.3404666 0.38011575 -1.2964264 0.63759935 -1.0998756 -0.15944503 -1.0489912 0.33302146 2.09794 -0.78654677 -1.4278089 1.4117056 -1.3578572 -0.49123797 -1.5149275 0.17708224 -0.17150846 0.19347116 1.5492768 -0.60456336 -0.6805859 0.17885374 -0.7051875 0.9903107 0.25432038 0.8992484 1.8364537 0.24029063 0.30751747 -1.4317319 -0.5607295 0.63818085 -0.7781042 -1.0932114 1.1568351 0.72087544,36
0.16873682 0.6271592 2.225318 1.5909698 -0.34722075 -0.18840316 1.3636352 0.6263278 -0.097348966 0.17769563 -0.5503044 1.7601135 1.1699358 -0.45987225 -0.1311184 -0.40938982 -0.07130177 0.9430041 -3.319304 0.49055606 -0.11209075 -0.37537375 -2.5046453 1.2632393 1.2308655 -0.48619896 0.95774025 -0.25054127 1.8741637 -0.44853327 0.7784107 0.21159166 1.3260999 1.8407637 0.1527788 -0.33616656 -2.1960793 0.36331496 0.0965493 0.3853929 0.21693882 0.09271407 0.2047088 -0.46380535 -0.11471473 1.0492427 -0.95630974 0.6921145 -1.1523371 -0.06756642 -0.36544293 -1.5732777 -0.22877511 -2.0140805 0.35038406 -0.19517922 1.8442385,37
